minute,player,outcome,is_goal,delivery,match_number,team,header
43,LEE Kangin,Incomplete - Blocked,0,Pass,28,Korea Republic,IN POSSESSION
57,HWANG Inbeom,Incomplete - Blocked,0,Loose Ball,28,Korea Republic,IN POSSESSION
77,LEE Kangin,Off Target,0,Pass,28,Korea Republic,IN POSSESSION
86,CHO Guesung,On Target - Saved,0,Cross,28,Korea Republic,IN POSSESSION
86,YANG Hyunjun,On Target - Saved,0,Other,28,Korea Republic,IN POSSESSION
91,LEE Hanbeom,Off Target,0,Corner,28,Korea Republic,IN POSSESSION
93,CHO Guesung Deflected,Off Target,0,Cross,28,Korea Republic,IN POSSESSION
93,OH Hyeongyu,Incomplete,0,Corner,28,Korea Republic,IN POSSESSION
16,VINICIUS JUNIOR Deflected,Off Target,0,Loose Ball,29,Brazil,IN POSSESSION
22,VINICIUS JUNIOR,On Target - Saved,0,Pass,29,Brazil,IN POSSESSION
28,RAPHINHA,On Target - Saved,0,Pass,29,Brazil,IN POSSESSION
35,MATHEUS CUNHA,On Target - Goal,1,Pass,29,Brazil,IN POSSESSION
47,VINICIUS JUNIOR,On Target - Goal,1,Pass,29,Brazil,IN POSSESSION
75,DOUGLAS SANTOS,Off Target,0,Pass,29,Brazil,IN POSSESSION
90,EDERSON SILVA,Incomplete,0,Cross,29,Brazil,IN POSSESSION
48,Wilson ISIDOR Deflected,Off Target,0,Loose Ball,29,Haiti,IN POSSESSION
62,Ricardo ADE,On Target - Saved,0,Corner,29,Haiti,IN POSSESSION
65,Ruben PROVIDENCE,Incomplete,0,Loose Ball,29,Haiti,IN POSSESSION
65,Jean-Kevin DUVERNE,Off Target,0,Loose Ball,29,Haiti,IN POSSESSION
86,Wilson ISIDOR,On Target - Saved,0,Pass,29,Haiti,IN POSSESSION
88,Ricardo ADE,Off Target,0,Pass,29,Haiti,IN POSSESSION
92,Dominique SIMON,On Target - Saved,0,Pass,29,Haiti,IN POSSESSION
45,John McGINN,Off Target,0,Cross,30,Scotland,IN POSSESSION
46,Kieran TIERNEY,Incomplete - Blocked,0,Pass,30,Scotland,IN POSSESSION
63,Ryan CHRISTIE,Off Target,0,Pass,30,Scotland,IN POSSESSION
84,Scott McTOMINAY Deflected,Off Target,0,Pass,30,Scotland,IN POSSESSION
85,Lyndon DYKES,Off Target,0,Corner,30,Scotland,IN POSSESSION
87,Scott McTOMINAY,Incomplete - Blocked,0,Loose Ball,30,Scotland,IN POSSESSION
1,Ismael SAIBARI,On Target - Goal,1,Pass,30,Morocco,IN POSSESSION
20,Ayyoub BOUADDI,Incomplete - Blocked,0,Loose Ball,30,Morocco,IN POSSESSION
29,Neil EL AYNAOUI,Off Target,0,Pass,30,Morocco,IN POSSESSION
35,Bilal EL KHANNOUSS,Off Target,0,Pass,30,Morocco,IN POSSESSION
37,Achraf HAKIMI,Incomplete,0,Cross,30,Morocco,IN POSSESSION
49,Ismael SAIBARI Deflected,Off Target,0,Cross,30,Morocco,IN POSSESSION
51,Bilal EL KHANNOUSS,On Target - Saved,0,Corner,30,Morocco,IN POSSESSION
57,Brahim DIAZ,Incomplete - Blocked,0,Pass,30,Morocco,IN POSSESSION
90,Chemsdine TALBI,Incomplete - Blocked,0,Pass,30,Morocco,IN POSSESSION
92,Chemsdine TALBI,Off Target,0,Pass,30,Morocco,IN POSSESSION
94,Ayoube AMAIMOUNI,Off Target,0,Pass,30,Morocco,IN POSSESSION
13,Arda GULER,Off Target,0,Cross,31,Türkiye,IN POSSESSION
20,Hakan CALHANOGLU,Incomplete - Blocked,0,Loose Ball,31,Türkiye,IN POSSESSION
24,Arda GULER,Incomplete - Blocked,0,Loose Ball,31,Türkiye,IN POSSESSION
29,Kenan YILDIZ,On Target - Saved,0,Pass,31,Türkiye,IN POSSESSION
34,Mert MULDUR,Off Target,0,Freekick,31,Türkiye,IN POSSESSION
35,Kenan YILDIZ,Incomplete,0,Pass,31,Türkiye,IN POSSESSION
44,Hakan CALHANOGLU,Incomplete - Blocked,0,Pass,31,Türkiye,IN POSSESSION
50,Ismail YUKSEK,Off Target,0,Loose Ball,31,Türkiye,IN POSSESSION
52,Ismail YUKSEK,Off Target,0,Pass,31,Türkiye,IN POSSESSION
53,Abdulkerim BARDAKCI,Incomplete - Blocked,0,Pass,31,Türkiye,IN POSSESSION
46,Merih DEMIRAL,On Target - Saved,0,Pass,31,Türkiye,IN POSSESSION
47,Kenan YILDIZ,Off Target,0,Pass,31,Türkiye,IN POSSESSION
56,Hakan CALHANOGLU,Off Target,0,Pass,31,Türkiye,IN POSSESSION
58,Merih DEMIRAL Deflected,On Target - Saved,0,Pass,31,Türkiye,IN POSSESSION
61,Deniz GUL,On Target - Saved,0,Cross,31,Türkiye,IN POSSESSION
61,Kenan YILDIZ,Off Target,0,Pass,31,Türkiye,IN POSSESSION
64,Merih DEMIRAL,Off Target,0,Pass,31,Türkiye,IN POSSESSION
72,Baris Alper YILMAZ,Off Target,0,Pass,31,Türkiye,IN POSSESSION
74,Mert MULDUR Deflected,Off Target,0,Corner,31,Türkiye,IN POSSESSION
75,Hakan CALHANOGLU,Incomplete - Blocked,0,Other,31,Türkiye,IN POSSESSION
77,Mert MULDUR,Off Target,0,Cross,31,Türkiye,IN POSSESSION
79,Merih DEMIRAL,Off Target,0,Cross,31,Türkiye,IN POSSESSION
81,Can UZUN,Off Target,0,Pass,31,Türkiye,IN POSSESSION
85,Arda GULER Deflected,Off Target,0,Pass,31,Türkiye,IN POSSESSION
88,Can UZUN,On Target - Saved,0,Pass,31,Türkiye,IN POSSESSION
88,Deniz GUL,Off Target,0,Other,31,Türkiye,IN POSSESSION
95,Kenan YILDIZ,Incomplete - Blocked,0,Pass,31,Türkiye,IN POSSESSION
96,Can UZUN,Incomplete - Blocked,0,Pass,31,Türkiye,IN POSSESSION
96,Merih DEMIRAL,Off Target,0,Cross,31,Türkiye,IN POSSESSION
98,Hakan CALHANOGLU,Off Target,0,Loose Ball,31,Türkiye,IN POSSESSION
1,Matias GALARZA,On Target - Goal,1,Pass,31,Paraguay,IN POSSESSION
10,Omar ALDERETE,Incomplete - Blocked,0,Loose Ball,31,Paraguay,IN POSSESSION
10,Diego GOMEZ,Off Target,0,Loose Ball,31,Paraguay,IN POSSESSION
36,Juan Jose CACERES,On Target - Saved,0,Pass,31,Paraguay,IN POSSESSION
88,Gustavo GOMEZ,Incomplete - Blocked,0,Loose Ball,31,Paraguay,IN POSSESSION
89,Matias GALARZA,Incomplete - Blocked,0,Pass,31,Paraguay,IN POSSESSION
4,Ricardo PEPI Deflected,Off Target,0,Cross,32,USA,IN POSSESSION
8,Sergino DEST,Incomplete - Blocked,0,Pass,32,USA,IN POSSESSION
14,Weston McKENNIE,Incomplete - Blocked,0,Corner,32,USA,IN POSSESSION
16,Weston McKENNIE,Off Target,0,Freekick,32,USA,IN POSSESSION
21,Folarin BALOGUN,Incomplete - Blocked,0,Pass,32,USA,IN POSSESSION
37,Ricardo PEPI,Incomplete - Blocked,0,Cross,32,USA,IN POSSESSION
42,Sergino DEST,Incomplete,0,Freekick,32,USA,IN POSSESSION
42,Alex FREEMAN,On Target - Goal,1,Loose Ball,32,USA,IN POSSESSION
51,Sergino DEST,On Target - Saved,0,Pass,32,USA,IN POSSESSION
51,Folarin BALOGUN Deflected,Off Target,0,Pass,32,USA,IN POSSESSION
12,Mathew LECKIE,Off Target,0,Loose Ball,32,Australia,IN POSSESSION
61,Cristian VOLPATO,Off Target,0,Pass,32,Australia,IN POSSESSION
64,Connor METCALFE,On Target - Saved,0,Pass,32,Australia,IN POSSESSION
86,Alessandro CIRCATI,Off Target,0,Loose Ball,32,Australia,IN POSSESSION
0,Kai HAVERTZ,Off Target,0,Pass,33,Germany,IN POSSESSION
9,Kai HAVERTZ,On Target - Saved,0,Pass,33,Germany,IN POSSESSION
17,Jamal MUSIALA,Off Target,0,Pass,33,Germany,IN POSSESSION
20,Felix NMECHA Deflected,Off Target,0,Pass,33,Germany,IN POSSESSION
40,Florian WIRTZ Deflected,Off Target,0,Pass,33,Germany,IN POSSESSION
41,Jamal MUSIALA,Incomplete,0,Loose Ball,33,Germany,IN POSSESSION
46,Felix NMECHA,Incomplete - Blocked,0,Loose Ball,33,Germany,IN POSSESSION
56,Antonio RUEDIGER,Off Target,0,Pass,33,Germany,IN POSSESSION
60,Jamie LEWELING,Off Target,0,Pass,33,Germany,IN POSSESSION
62,Kai HAVERTZ,Off Target,0,Corner,33,Germany,IN POSSESSION
85,Deniz UNDAV,On Target - Saved,0,Pass,33,Germany,IN POSSESSION
88,Nathaniel BROWN,On Target - Saved,0,Pass,33,Germany,IN POSSESSION
90,Nadiem AMIRI,On Target - Saved,0,Pass,33,Germany,IN POSSESSION
93,Deniz UNDAV,On Target - Goal,1,Pass,33,Germany,IN POSSESSION
11,Wilfried SINGO,Incomplete - Blocked,0,Loose Ball,33,Côte d'Ivoire,IN POSSESSION
29,Amad DIALLO,Incomplete - Blocked,0,Cross,33,Côte d'Ivoire,IN POSSESSION
29,Franck KESSIE,On Target - Goal,1,Loose Ball,33,Côte d'Ivoire,IN POSSESSION
37,Ange-Yoan BONNY,On Target - Saved,0,Pass,33,Côte d'Ivoire,IN POSSESSION
45,Ghislain KONAN,Incomplete - Blocked,0,Pass,33,Côte d'Ivoire,IN POSSESSION
49,Franck KESSIE,Incomplete,0,Pass,33,Côte d'Ivoire,IN POSSESSION
50,Christ Inao OULAI,Off Target,0,Pass,33,Côte d'Ivoire,IN POSSESSION
55,Yan DIOMANDE,Off Target,0,Loose Ball,33,Côte d'Ivoire,IN POSSESSION
83,Seko FOFANA,Incomplete - Blocked,0,Pass,33,Côte d'Ivoire,IN POSSESSION
2,Enner VALENCIA,On Target - Saved,0,Pass,34,Ecuador,IN POSSESSION
11,John YEBOAH,On Target - Saved,0,Pass,34,Ecuador,IN POSSESSION
15,Gonzalo PLATA,On Target - Saved,0,Loose Ball,34,Ecuador,IN POSSESSION
19,Enner VALENCIA Deflected,On Target - Saved,0,Cross,34,Ecuador,IN POSSESSION
21,Jordy ALCIVAR Deflected,Off Target,0,Pass,34,Ecuador,IN POSSESSION
27,Gonzalo PLATA,On Target - Saved,0,Pass,34,Ecuador,IN POSSESSION
41,John YEBOAH,On Target - Saved,0,Pass,34,Ecuador,IN POSSESSION
49,Moises CAICEDO,On Target - Saved,0,Pass,34,Ecuador,IN POSSESSION
49,Gonzalo PLATA,Off Target,0,Pass,34,Ecuador,IN POSSESSION
53,Gonzalo PLATA,Off Target,0,Pass,34,Ecuador,IN POSSESSION
58,Gonzalo PLATA,On Target - Saved,0,Loose Ball,34,Ecuador,IN POSSESSION
60,Enner VALENCIA,On Target - Saved,0,Pass,34,Ecuador,IN POSSESSION
63,Kevin RODRIGUEZ,Off Target,0,Corner,34,Ecuador,IN POSSESSION
64,Enner VALENCIA,On Target - Saved,0,Cross,34,Ecuador,IN POSSESSION
65,Kevin RODRIGUEZ,On Target - Saved,0,Corner,34,Ecuador,IN POSSESSION
65,Enner VALENCIA,Incomplete - Blocked,0,Loose Ball,34,Ecuador,IN POSSESSION
65,Willian PACHO,On Target - Saved,0,Loose Ball,34,Ecuador,IN POSSESSION
66,Kevin RODRIGUEZ,Incomplete - Blocked,0,Cross,34,Ecuador,IN POSSESSION
73,Piero HINCAPIE,Off Target,0,Corner,34,Ecuador,IN POSSESSION
76,Enner VALENCIA,On Target - Saved,0,Cross,34,Ecuador,IN POSSESSION
79,Pedro VITE,On Target - Saved,0,Pass,34,Ecuador,IN POSSESSION
83,Enner VALENCIA,Off Target,0,Loose Ball,34,Ecuador,IN POSSESSION
8,Sherel FLORANUS,Off Target,0,Pass,34,Curaçao,IN POSSESSION
17,Livano COMENENCIA,Incomplete - Blocked,0,Pass,34,Curaçao,IN POSSESSION
29,Juninho BACUNA,Incomplete,0,Pass,34,Curaçao,IN POSSESSION
32,Juninho BACUNA Deflected,Off Target,0,Pass,34,Curaçao,IN POSSESSION
56,Leandro BACUNA,Off Target,0,Pass,34,Curaçao,IN POSSESSION
59,Leandro BACUNA,On Target - Saved,0,Pass,34,Curaçao,IN POSSESSION
59,Livano COMENENCIA,On Target - Saved,0,Pass,34,Curaçao,IN POSSESSION
59,Juergen LOCADIA Deflected,Off Target,0,Other,34,Curaçao,IN POSSESSION
73,Juninho BACUNA,On Target - Saved,0,Pass,34,Curaçao,IN POSSESSION
5,Brian BROBBEY,On Target - Goal,1,Cross,35,Netherlands,IN POSSESSION
10,Cody GAKPO,On Target - Saved,0,Cross,35,Netherlands,IN POSSESSION
14,Tijjani REIJNDERS,Off Target,0,Loose Ball,35,Netherlands,IN POSSESSION
16,Brian BROBBEY,On Target - Goal,1,Cross,35,Netherlands,IN POSSESSION
46,Cody GAKPO,On Target - Goal,1,Cross,35,Netherlands,IN POSSESSION
49,Cody GAKPO,Incomplete,0,Pass,35,Netherlands,IN POSSESSION
56,Ryan GRAVENBERCH,Off Target,0,Pass,35,Netherlands,IN POSSESSION
88,Crysencio SUMMERVILLE Deflected,On Target - Goal,1,Pass,35,Netherlands,IN POSSESSION
6,Viktor GYOKERES,On Target - Saved,0,Pass,35,Sweden,IN POSSESSION
26,Jesper KARLSTROM,Incomplete,0,Pass,35,Sweden,IN POSSESSION
30,Yasin AYARI,Off Target,0,Pass,35,Sweden,IN POSSESSION
32,Viktor GYOKERES,Off Target,0,Pass,35,Sweden,IN POSSESSION
36,Viktor GYOKERES,On Target - Saved,0,Pass,35,Sweden,IN POSSESSION
40,Yasin AYARI,Off Target,0,Pass,35,Sweden,IN POSSESSION
47,Viktor GYOKERES,On Target - Saved,0,Freekick,35,Sweden,IN POSSESSION
48,Benjamin NYGREN,Off Target,0,Loose Ball,35,Sweden,IN POSSESSION
49,Yasin AYARI,On Target - Saved,0,Pass,35,Sweden,IN POSSESSION
51,Yasin AYARI,Incomplete - Blocked,0,Pass,35,Sweden,IN POSSESSION
58,Anthony ELANGA,On Target - Goal,1,Pass,35,Sweden,IN POSSESSION
83,Alexander ISAK,On Target - Saved,0,Pass,35,Sweden,IN POSSESSION
84,Besfort ZENELI,On Target - Saved,0,Pass,35,Sweden,IN POSSESSION
91,Viktor GYOKERES,Incomplete - Blocked,0,Pass,35,Sweden,IN POSSESSION
95,Gustaf LAGERBIELKE,On Target - Saved,0,Corner,35,Sweden,IN POSSESSION
2,Hannibal MEJBRI,Off Target,0,Loose Ball,36,Tunisia,IN POSSESSION
5,Ayase UEDA,Off Target,0,Pass,36,Japan,IN POSSESSION
9,Ayase UEDA Deflected,On Target - Saved,0,Loose Ball,36,Japan,IN POSSESSION
9,Takehiro TOMIYASU,Off Target,0,Other,36,Japan,IN POSSESSION
30,Ayase UEDA,On Target - Goal,1,Pass,36,Japan,IN POSSESSION
47,Ao TANAKA,Off Target,0,Pass,36,Japan,IN POSSESSION
62,Ayase UEDA Deflected,Off Target,0,Pass,36,Japan,IN POSSESSION
65,Keito NAKAMURA,Incomplete - Blocked,0,Pass,36,Japan,IN POSSESSION
68,Junya ITO,On Target - Goal,1,Pass,36,Japan,IN POSSESSION
82,Ayase UEDA,On Target - Goal,1,Cross,36,Japan,IN POSSESSION
6,Rodrigo BENTANCUR,Incomplete - Blocked,0,Corner,37,Uruguay,IN POSSESSION
13,Federico VALVERDE,Off Target,0,Pass,37,Uruguay,IN POSSESSION
23,Federico VALVERDE Deflected,Off Target,0,Pass,37,Uruguay,IN POSSESSION
27,Federico VALVERDE,Off Target,0,Loose Ball,37,Uruguay,IN POSSESSION
32,Manuel UGARTE,Off Target,0,Loose Ball,37,Uruguay,IN POSSESSION
33,Federico VALVERDE,Off Target,0,Pass,37,Uruguay,IN POSSESSION
39,Maxi ARAUJO,Off Target,0,Cross,37,Uruguay,IN POSSESSION
41,Sebastian CACERES,Incomplete - Blocked,0,Pass,37,Uruguay,IN POSSESSION
43,Maxi ARAUJO,On Target - Goal,1,Loose Ball,37,Uruguay,IN POSSESSION
50,Agustin CANOBBIO,On Target - Goal,1,Pass,37,Uruguay,IN POSSESSION
78,Nicolas DE LA CRUZ,Off Target,0,Pass,37,Uruguay,IN POSSESSION
85,Brian RODRIGUEZ Deflected,Off Target,0,Other,37,Uruguay,IN POSSESSION
85,Rodrigo BENTANCUR Deflected,Off Target,0,Corner,37,Uruguay,IN POSSESSION
89,Federico VALVERDE,Off Target,0,Freekick,37,Uruguay,IN POSSESSION
20,KEVIN PINA,On Target - Goal,1,Freekick,37,Cabo Verde,IN POSSESSION
58,JAMIRO MONTEIRO,Incomplete - Blocked,0,Freekick,37,Cabo Verde,IN POSSESSION
62,JAMIRO MONTEIRO,Off Target,0,Pass,37,Cabo Verde,IN POSSESSION
75,PICO LOPES Deflected,Off Target,0,Corner,37,Cabo Verde,IN POSSESSION
92,SIDNY LOPES CABRAL,Incomplete - Blocked,0,Pass,37,Cabo Verde,IN POSSESSION
92,RYAN MENDES,Incomplete - Blocked,0,Loose Ball,37,Cabo Verde,IN POSSESSION
93,LAROS DUARTE,On Target - Saved,0,Pass,37,Cabo Verde,IN POSSESSION
96,LAROS DUARTE,On Target - Saved,0,Freekick,37,Cabo Verde,IN POSSESSION
7,Dani OLMO,Off Target,0,Corner,38,Spain,IN POSSESSION
9,Pedro PORRO,Off Target,0,Pass,38,Spain,IN POSSESSION
9,Lamine YAMAL,On Target - Goal,1,Cross,38,Spain,IN POSSESSION
12,PEDRI,Off Target,0,Loose Ball,38,Spain,IN POSSESSION
14,Alex BAENA,Off Target,0,Pass,38,Spain,IN POSSESSION
20,Dani OLMO,Incomplete - Blocked,0,Loose Ball,38,Spain,IN POSSESSION
20,Mikel OYARZABAL,On Target - Goal,1,Pass,38,Spain,IN POSSESSION
23,Mikel OYARZABAL,On Target - Goal,1,Pass,38,Spain,IN POSSESSION
35,Mikel OYARZABAL,Off Target,0,Loose Ball,38,Spain,IN POSSESSION
35,Lamine YAMAL,On Target - Saved,0,Pass,38,Spain,IN POSSESSION
36,Lamine YAMAL,Off Target,0,Pass,38,Spain,IN POSSESSION
41,Mikel OYARZABAL,Off Target,0,Loose Ball,38,Spain,IN POSSESSION
45,RODRI,Off Target,0,Pass,38,Spain,IN POSSESSION
48,Marc CUCURELLA,On Target - Saved,0,Loose Ball,38,Spain,IN POSSESSION
52,Pedro PORRO,On Target - Saved,0,Pass,38,Spain,IN POSSESSION
52,Ferran TORRES,On Target - Saved,0,Other,38,Spain,IN POSSESSION
64,Ferran TORRES,Off Target,0,Pass,38,Spain,IN POSSESSION
97,Mikel MERINO,Incomplete - Blocked,0,Pass,38,Spain,IN POSSESSION
34,ABDULELAH ALAMRI,Off Target,0,Loose Ball,38,Saudi Arabia,IN POSSESSION
48,SALEM ALDAWSARI,Deflected On Target - Defensive Event,0,Loose Ball,38,Saudi Arabia,IN POSSESSION
80,ABDULLAH ALHAMDDAN,On Target - Saved,0,Loose Ball,38,Saudi Arabia,IN POSSESSION
7,Kevin DE BRUYNE,Off Target,0,Pass,39,Belgium,IN POSSESSION
8,Kevin DE BRUYNE,Incomplete - Blocked,0,Cross,39,Belgium,IN POSSESSION
8,Maxim DE CUYPER,On Target - Saved,0,Loose Ball,39,Belgium,IN POSSESSION
9,Romelu LUKAKU,Incomplete - Blocked,0,Pass,39,Belgium,IN POSSESSION
18,Leandro TROSSARD,Incomplete - Blocked,0,Pass,39,Belgium,IN POSSESSION
21,Youri TIELEMANS,On Target - Saved,0,Pass,39,Belgium,IN POSSESSION
22,Nathan NGOY,Off Target,0,Loose Ball,39,Belgium,IN POSSESSION
41,Kevin DE BRUYNE,On Target - Saved,0,Pass,39,Belgium,IN POSSESSION
43,Maxim DE CUYPER,On Target - Saved,0,Pass,39,Belgium,IN POSSESSION
43,Alexis SAELEMAEKERS,Incomplete - Blocked,0,Pass,39,Belgium,IN POSSESSION
47,Kevin DE BRUYNE Deflected,Off Target,0,Pass,39,Belgium,IN POSSESSION
49,Alexis SAELEMAEKERS,Off Target,0,Corner,39,Belgium,IN POSSESSION
58,Maxim DE CUYPER,On Target - Saved,0,Loose Ball,39,Belgium,IN POSSESSION
61,Dodi LUKEBAKIO,On Target - Saved,0,Pass,39,Belgium,IN POSSESSION
61,Hans VANAKEN,Off Target,0,Other,39,Belgium,IN POSSESSION
83,Youri TIELEMANS,Incomplete,0,Loose Ball,39,Belgium,IN POSSESSION
83,Hans VANAKEN,Off Target,0,Cross,39,Belgium,IN POSSESSION
85,Maxim DE CUYPER,On Target - Saved,0,Cross,39,Belgium,IN POSSESSION
92,Brandon MECHELE,Off Target,0,Cross,39,Belgium,IN POSSESSION
94,Dodi LUKEBAKIO,Off Target,0,Pass,39,Belgium,IN POSSESSION
13,Hossein KANANI,On Target - Saved,0,Pass,39,IR Iran,IN POSSESSION
14,Saeid EZATOLAHI,Off Target,0,Corner,39,IR Iran,IN POSSESSION
52,Mehdi TAREMI,On Target - Saved,0,Pass,39,IR Iran,IN POSSESSION
64,Shoja KHALILZADEH,Off Target,0,Corner,39,IR Iran,IN POSSESSION
87,Amirhossein HOSSEINZADEH,Incomplete - Blocked,0,Pass,39,IR Iran,IN POSSESSION
6,Sarpreet SINGH,Off Target,0,Pass,40,New Zealand,IN POSSESSION
13,Elijah JUST,On Target - Saved,0,Pass,40,New Zealand,IN POSSESSION
14,Finn SURMAN,On Target - Goal,1,Corner,40,New Zealand,IN POSSESSION
18,Elijah JUST,Incomplete - Blocked,0,Loose Ball,40,New Zealand,IN POSSESSION
18,Callum McCOWATT,On Target - Saved,0,Loose Ball,40,New Zealand,IN POSSESSION
25,Joe BELL,Incomplete - Blocked,0,Pass,40,New Zealand,IN POSSESSION
26,Chris WOOD,Off Target,0,Cross,40,New Zealand,IN POSSESSION
51,Callum McCOWATT,On Target - Saved,0,Cross,40,New Zealand,IN POSSESSION
64,Marko STAMENIC,Incomplete - Blocked,0,Pass,40,New Zealand,IN POSSESSION
97,Marko STAMENIC,Incomplete,0,Loose Ball,40,New Zealand,IN POSSESSION
97,Tyler BINDON,On Target - Saved,0,Loose Ball,40,New Zealand,IN POSSESSION
5,MOHAMED SALAH Deflected,Off Target,0,Loose Ball,40,Egypt,IN POSSESSION
19,MOHAMED HANY Deflected,Off Target,0,Pass,40,Egypt,IN POSSESSION
20,MOSTAFA ZICO,Off Target,0,Cross,40,Egypt,IN POSSESSION
26,OMAR MARMOUSH,On Target - Saved,0,Pass,40,Egypt,IN POSSESSION
34,MOHAMED SALAH,Off Target,0,Freekick,40,Egypt,IN POSSESSION
45,EMAM ASHOUR,Off Target,0,Cross,40,Egypt,IN POSSESSION
45,MOHAMED SALAH,On Target - Saved,0,Cross,40,Egypt,IN POSSESSION
46,OMAR MARMOUSH,Off Target,0,Freekick,40,Egypt,IN POSSESSION
48,MOSTAFA ZICO,Incomplete - Blocked,0,Pass,40,Egypt,IN POSSESSION
49,EMAM ASHOUR,Off Target,0,Pass,40,Egypt,IN POSSESSION
49,OMAR MARMOUSH,Incomplete - Blocked,0,Pass,40,Egypt,IN POSSESSION
54,MOSTAFA ZICO,Incomplete - Blocked,0,Pass,40,Egypt,IN POSSESSION
54,EMAM ASHOUR,Incomplete,0,Loose Ball,40,Egypt,IN POSSESSION
57,MOSTAFA ZICO,On Target - Goal,1,Cross,40,Egypt,IN POSSESSION
66,MOHAMED SALAH,On Target - Goal,1,Pass,40,Egypt,IN POSSESSION
79,AHMED FATOUH,On Target - Saved,0,Loose Ball,40,Egypt,IN POSSESSION
80,MOHAMED SALAH Deflected,Off Target,0,Pass,40,Egypt,IN POSSESSION
81,TREZEGUET,On Target - Goal,1,Corner,40,Egypt,IN POSSESSION
1,Antonio NUSA Deflected,Off Target,0,Loose Ball,41,Norway,IN POSSESSION
2,Kristoffer AJER,On Target - Saved,0,Corner,41,Norway,IN POSSESSION
13,Martin ODEGAARD,Off Target,0,Cross,41,Norway,IN POSSESSION
36,Martin ODEGAARD,On Target - Saved,0,Pass,41,Norway,IN POSSESSION
41,Martin ODEGAARD,Incomplete - Blocked,0,Pass,41,Norway,IN POSSESSION
42,Marcus HOLMGREN PEDERSEN,On Target - Goal,1,Loose Ball,41,Norway,IN POSSESSION
48,Erling HAALAND,Off Target,0,Loose Ball,41,Norway,IN POSSESSION
48,Erling HAALAND,On Target - Saved,0,Cross,41,Norway,IN POSSESSION
47,Erling HAALAND,On Target - Goal,1,Pass,41,Norway,IN POSSESSION
57,Antonio NUSA,Incomplete,0,Other,41,Norway,IN POSSESSION
57,Erling HAALAND,On Target - Goal,1,Pass,41,Norway,IN POSSESSION
89,Oscar BOBB,On Target - Goal,1,Loose Ball,41,Norway,IN POSSESSION
7,Idrissa Gana GUEYE,Incomplete - Blocked,0,Loose Ball,41,Senegal,IN POSSESSION
16,Nicolas JACKSON,Incomplete - Blocked,0,Pass,41,Senegal,IN POSSESSION
27,Nicolas JACKSON,Off Target,0,Pass,41,Senegal,IN POSSESSION
38,Idrissa Gana GUEYE,Off Target,0,Pass,41,Senegal,IN POSSESSION
40,Lamine CAMARA,Off Target,0,Pass,41,Senegal,IN POSSESSION
45,Ismaila SARR,On Target - Saved,0,Cross,41,Senegal,IN POSSESSION
51,Nicolas JACKSON,On Target - Saved,0,Cross,41,Senegal,IN POSSESSION
52,Ismaila SARR,On Target - Goal,1,Pass,41,Senegal,IN POSSESSION
55,Lamine CAMARA,Off Target,0,Pass,41,Senegal,IN POSSESSION
73,Ismaila SARR,Incomplete - Blocked,0,Pass,41,Senegal,IN POSSESSION
80,Pape Matar SARR,Off Target,0,Loose Ball,41,Senegal,IN POSSESSION
82,Ismaila SARR,Incomplete,0,Cross,41,Senegal,IN POSSESSION
91,Pape Matar SARR Deflected,Off Target,0,Loose Ball,41,Senegal,IN POSSESSION
92,Ismaila SARR,On Target - Goal,1,Cross,41,Senegal,IN POSSESSION
98,Ibrahim MBAYE,Incomplete - Blocked,0,Pass,41,Senegal,IN POSSESSION
98,Ismaila SARR,Off Target,0,Corner,41,Senegal,IN POSSESSION
1,Manu KONE,Off Target,0,Loose Ball,42,France,IN POSSESSION
7,Michael OLISE,Incomplete - Blocked,0,Loose Ball,42,France,IN POSSESSION
7,Kylian MBAPPE,Off Target,0,Loose Ball,42,France,IN POSSESSION
13,Michael OLISE,Incomplete - Blocked,0,Pass,42,France,IN POSSESSION
13,Kylian MBAPPE,On Target - Goal,1,Pass,42,France,IN POSSESSION
31,Kylian MBAPPE,Incomplete - Blocked,0,Pass,42,France,IN POSSESSION
39,Kylian MBAPPE,Off Target,0,Loose Ball,42,France,IN POSSESSION
52,Bradley BARCOLA,Incomplete,0,Cross,42,France,IN POSSESSION
53,Kylian MBAPPE,On Target - Goal,1,Pass,42,France,IN POSSESSION
57,Michael OLISE,Off Target,0,Pass,42,France,IN POSSESSION
58,Ousmane DEMBELE,On Target - Saved,0,Pass,42,France,IN POSSESSION
64,Ousmane DEMBELE Deflected,Off Target,0,Pass,42,France,IN POSSESSION
65,William SALIBA Deflected,Off Target,0,Cross,42,France,IN POSSESSION
65,Ousmane DEMBELE,Off Target,0,Loose Ball,42,France,IN POSSESSION
65,Ousmane DEMBELE,On Target - Goal,1,Pass,42,France,IN POSSESSION
79,Kylian MBAPPE,Off Target,0,Pass,42,France,IN POSSESSION
87,Kylian MBAPPE,On Target - Saved,0,Pass,42,France,IN POSSESSION
26,ALI ALHAMADI,Incomplete - Blocked,0,Pass,42,Iraq,IN POSSESSION
26,ALI ALHAMADI,Off Target,0,Cross,42,Iraq,IN POSSESSION
73,REBIN SULAKA,Off Target,0,Corner,42,Iraq,IN POSSESSION
75,ALI ALHAMADI,Off Target,0,Cross,42,Iraq,IN POSSESSION
8,Lionel MESSI,Off Target,0,Penalty,43,Argentina,IN POSSESSION
31,Lionel MESSI,On Target - Goal,1,Loose Ball,43,Argentina,IN POSSESSION
